Travel expense,Distance,Service time,Age,Work/day,Son,Drinker,Pet,Weight,Height,Absenteeism(hrs)
179,26,9,30,313.532,0,0,0,56,171,2
155,12,14,34,313.532,2,1,0,95,196,8
179,26,9,30,313.532,0,0,0,56,171,2
179,51,18,38,313.532,0,1,0,89,170,3
289,36,13,33,313.532,2,1,1,90,172,8
179,51,18,38,313.532,0,1,0,89,170,3
179,51,18,38,313.532,0,1,0,89,170,2
179,51,18,38,264.249,0,1,0,89,170,8
225,26,9,28,264.249,1,0,2,69,169,3
248,25,14,47,264.249,2,0,1,86,165,8
179,51,18,38,264.249,0,1,0,89,170,2
225,26,9,28,264.249,1,0,2,69,169,3
179,51,18,38,264.249,0,1,0,89,170,2
179,26,9,30,264.249,0,0,0,56,171,2
225,15,15,41,264.249,2,1,2,94,182,2
179,51,18,38,264.249,0,1,0,89,170,2
233,51,1,31,264.249,1,1,8,68,178,2
179,51,18,38,264.249,0,1,0,89,170,2
225,26,9,28,264.249,1,0,2,69,169,8
179,51,18,38,264.249,0,1,0,89,170,3
179,51,18,38,264.249,0,1,0,89,170,3
225,26,9,28,264.249,1,0,2,69,169,3
179,26,9,30,264.249,0,0,0,56,171,2
179,22,17,40,264.249,2,0,0,63,170,2
179,51,18,38,264.249,0,1,0,89,170,3
233,51,1,31,264.249,1,1,8,68,178,3
179,26,9,30,264.249,0,0,0,56,171,2
179,51,18,38,264.249,0,1,0,89,170,2
179,51,18,38,264.249,0,1,0,89,170,8
179,51,18,38,264.249,0,1,0,89,170,2
155,12,14,34,264.249,2,1,0,95,196,5
235,16,8,32,264.249,0,0,0,75,178,3
179,51,18,38,264.249,0,1,0,89,170,2
225,26,9,28,264.249,1,0,2,69,169,2
179,51,18,38,264.249,0,1,0,89,170,2
248,25,14,47,264.249,2,0,1,86,165,2
225,26,9,28,264.249,1,0,2,69,169,2
179,51,18,38,264.249,0,1,0,89,170,2
179,51,18,38,264.249,0,1,0,89,170,2
235,16,8,32,264.249,0,0,0,75,178,2
179,51,18,38,222.196,0,1,0,89,170,2
248,25,14,47,222.196,2,0,1,86,165,2
228,14,16,58,222.196,2,0,1,65,172,3
248,25,14,47,222.196,2,0,1,86,165,3
228,14,16,58,222.196,2,0,1,65,172,112
179,51,18,38,222.196,0,1,0,89,170,2
225,26,9,28,222.196,1,0,2,69,169,2
179,51,18,38,222.196,0,1,0,89,170,3
225,26,9,28,222.196,1,0,2,69,169,2
179,26,9,30,222.196,0,0,0,56,171,3
235,16,8,32,222.196,0,0,0,75,178,3
361,52,3,28,222.196,1,1,4,80,172,8
179,51,18,38,222.196,0,1,0,89,170,8
179,51,18,38,222.196,0,1,0,89,170,2
179,51,18,38,222.196,0,1,0,89,170,3
179,26,9,30,222.196,0,0,0,56,171,2
179,51,18,38,222.196,0,1,0,89,170,4
248,25,14,47,222.196,2,0,1,86,165,2
179,51,18,38,222.196,0,1,0,89,170,3
225,26,9,28,222.196,1,0,2,69,169,8
179,51,18,38,222.196,0,1,0,89,170,2
289,36,13,33,222.196,2,1,1,90,172,8
228,14,16,58,222.196,2,0,1,65,172,2
179,51,18,38,222.196,0,1,0,89,170,2
248,25,14,47,222.196,2,0,1,86,165,3
179,51,18,38,222.196,0,1,0,89,170,3
179,26,9,30,222.196,0,0,0,56,171,2
179,51,18,38,222.196,0,1,0,89,170,3
179,51,18,38,222.196,0,1,0,89,170,3
118,15,24,46,222.196,2,1,0,75,175,8
155,12,14,34,222.196,2,1,0,95,196,24
179,51,18,38,222.196,0,1,0,89,170,3
179,51,18,38,222.196,0,1,0,89,170,3
179,26,9,30,222.196,0,0,0,56,171,2
289,36,13,33,222.196,2,1,1,90,172,104
369,17,12,31,222.196,3,1,0,70,169,8
225,26,9,28,246.288,1,0,2,69,169,8
118,10,10,37,246.288,0,0,0,83,172,8
361,52,3,28,246.288,1,1,4,80,172,8
248,25,14,47,246.288,2,0,1,86,165,8
189,29,13,33,246.288,2,0,2,69,167,8
179,26,9,30,246.288,0,0,0,56,171,2
369,17,12,31,246.288,3,1,0,70,169,24
179,22,17,40,246.288,2,0,0,63,170,2
118,13,18,50,246.288,1,1,0,98,178,3
361,52,3,28,246.288,1,1,4,80,172,2
118,10,10,37,246.288,0,0,0,83,172,2
235,11,14,37,246.288,1,0,1,88,172,8
179,26,9,30,246.288,0,0,0,56,171,2
225,26,9,28,246.288,1,0,2,69,169,8
235,16,8,32,246.288,0,0,0,75,178,3
179,26,9,30,246.288,0,0,0,56,171,2
155,12,14,34,246.288,2,1,0,95,196,4
225,26,9,28,246.288,1,0,2,69,169,8
118,13,18,50,246.288,1,1,0,98,178,2
179,26,9,30,246.288,0,0,0,56,171,2
235,11,14,37,237.656,1,0,1,88,172,8
225,15,15,41,237.656,2,1,2,94,182,3
235,16,8,32,237.656,0,0,0,75,178,2
118,10,10,37,237.656,0,0,0,83,172,3
235,20,13,43,237.656,1,1,0,106,167,8
179,26,9,30,237.656,0,0,0,56,171,1
291,31,12,40,237.656,1,1,1,73,171,2
225,15,15,41,237.656,2,1,2,94,182,8
300,26,13,43,237.656,2,1,1,77,175,64
225,15,15,41,237.656,2,1,2,94,182,8
179,26,9,30,237.656,0,0,0,56,171,2
118,13,18,50,237.656,1,1,0,98,178,2
118,13,18,50,237.656,1,1,0,98,178,3
118,10,10,37,237.656,0,0,0,83,172,1
118,13,18,50,237.656,1,1,0,98,178,0
179,26,9,30,237.656,0,0,0,56,171,2
378,49,11,36,237.656,2,0,4,65,174,0
179,22,17,40,237.656,2,0,0,63,170,1
155,12,14,34,237.656,2,1,0,95,196,48
235,16,8,32,237.656,0,0,0,75,178,8
291,31,12,40,237.656,1,1,1,73,171,8
179,22,17,40,237.656,2,0,0,63,170,8
225,26,9,28,237.656,1,0,2,69,169,3
330,16,4,28,237.656,0,0,0,84,182,8
235,16,8,32,237.656,0,0,0,75,178,2
291,31,12,40,237.656,1,1,1,73,171,2
179,26,9,30,237.656,0,0,0,56,171,2
361,52,3,28,237.656,1,1,4,80,172,8
155,12,14,34,237.656,2,1,0,95,196,2
179,22,17,40,237.656,2,0,0,63,170,8
155,12,14,34,237.656,2,1,0,95,196,8
225,26,9,28,237.656,1,0,2,69,169,1
118,15,24,46,275.089,2,1,0,75,175,8
179,26,9,30,275.089,0,0,0,56,171,3
118,10,10,37,275.089,0,0,0,83,172,8
118,10,10,37,275.089,0,0,0,83,172,8
378,49,11,36,275.089,2,0,4,65,174,8
118,13,18,50,275.089,1,1,0,98,178,24
233,51,1,31,275.089,1,1,8,68,178,8
179,26,9,30,275.089,0,0,0,56,171,2
235,29,12,48,275.089,1,0,5,88,163,0
268,11,8,33,275.089,0,0,0,79,178,0
118,13,18,50,275.089,1,1,0,98,178,3
179,26,9,30,275.089,0,0,0,56,171,2
291,31,12,40,275.089,1,1,1,73,171,2
179,26,9,30,275.089,0,0,0,56,171,3
118,10,10,37,275.089,0,0,0,83,172,3
233,51,1,31,275.089,1,1,8,68,178,8
118,10,10,37,275.089,0,0,0,83,172,2
118,10,10,37,275.089,0,0,0,83,172,3
233,51,1,31,275.089,1,1,8,68,178,3
235,20,13,43,264.604,1,1,0,106,167,4
233,51,1,31,264.604,1,1,8,68,178,2
228,14,16,58,264.604,2,0,1,65,172,8
118,10,10,37,264.604,0,0,0,83,172,4
228,14,16,58,264.604,2,0,1,65,172,120
189,29,13,33,264.604,2,0,2,69,167,16
118,10,10,37,264.604,0,0,0,83,172,2
361,52,3,28,264.604,1,1,4,80,172,8
225,26,9,28,264.604,1,0,2,69,169,8
369,17,12,31,264.604,3,1,0,70,169,80
289,36,13,33,264.604,2,1,1,90,172,8
235,11,14,37,264.604,1,0,1,88,172,4
118,14,13,40,271.219,1,1,8,98,170,0
231,35,14,39,271.219,2,1,2,100,170,0
179,45,14,53,271.219,1,0,1,77,175,0
